sweep_type,topology,nodes,traffic,injection_rate,router_latency,vcs_per_vnet,avg_packet_latency,avg_flit_latency,avg_hops,packets_injected,packets_received,flits_injected,flits_received,avg_flit_network_latency,avg_flit_queueing_latency,int_link_util,ext_in_link_util,ext_out_link_util,throughput,accepted_traffic,flit_net_lat_v0,flit_net_lat_v1,flit_net_lat_v2,flit_net_lat_v3,flit_net_lat_v4,flit_queue_lat_v0,flit_queue_lat_v1,flit_queue_lat_v2,flit_queue_lat_v3,flit_queue_lat_v4
core,Mesh_XY,16,uniform_random,0.08,1,4,7680.434783,7610.606061,2.518182,243.0,230.0,359.0,330.0,4631.818182,2978.787879,848.0,349.0,330.0,0.0023,0.00020625,0.0,0.0,479000.0,389000.0,660500.0,0.0,0.0,115000.0,564000.0,304000.0
core,Mesh_XY,16,uniform_random,0.1,1,4,7687.272727,7551.490515,2.430894,285.0,275.0,397.0,369.0,4481.02981,3070.460705,920.0,385.0,372.0,0.00275,0.000230625,0.0,0.0,545500.0,493000.0,615000.0,0.0,0.0,137000.0,734000.0,262000.0
core,Mesh_XY,16,uniform_random,0.12,1,4,7838.487973,7852.417303,2.468193,301.0,291.0,417.0,393.0,4675.572519,3176.844784,993.0,409.0,396.0,0.00291,0.000245625,0.0,0.0,580000.0,528000.0,729500.0,0.0,0.0,143000.0,783500.0,322000.0
core,Mesh_XY,16,uniform_random,0.14,1,4,7925.159236,7884.520885,2.528256,328.0,314.0,428.0,407.0,4745.700246,3138.820639,1054.0,422.0,411.0,0.00314,0.000254375,0.0,0.0,648500.0,591000.0,692000.0,0.0,0.0,158000.0,863500.0,256000.0
core,Mesh_XY,16,uniform_random,0.16,1,4,7983.679525,7969.69697,2.48951,346.0,337.0,454.0,429.0,4759.90676,3209.79021,1078.0,437.0,431.0,0.00337,0.000268125,0.0,0.0,685500.0,644000.0,712500.0,0.0,0.0,169000.0,958000.0,250000.0
core,Mesh_XY,16,uniform_random,0.18,1,4,8004.33526,7986.175115,2.520737,355.0,346.0,451.0,434.0,4770.737327,3215.437788,1114.0,445.0,437.0,0.00346,0.00027125,0.0,0.0,718500.0,650000.0,702000.0,0.0,0.0,176000.0,999500.0,220000.0
core,Mesh_XY,16,uniform_random,0.2,1,4,8122.905028,8077.991453,2.487179,373.0,358.0,501.0,468.0,4642.094017,3435.897436,1201.0,494.0,470.0,0.00358,0.0002925,0.0,0.0,735000.0,686500.0,751000.0,0.0,0.0,178000.0,1054000.0,376000.0
core,Mesh_XY,16,uniform_random,0.25,1,4,8448.924731,8485.232068,2.525316,379.0,372.0,487.0,474.0,5002.109705,3483.122363,1218.0,487.0,475.0,0.00372,0.00029625,0.0,0.0,774500.0,775500.0,821000.0,0.0,0.0,185000.0,1144000.0,322000.0
core,Mesh_XY,16,uniform_random,0.3,1,4,8456.214689,8638.888889,2.548889,359.0,354.0,459.0,450.0,5255.555556,3383.333333,1157.0,456.0,452.0,0.00354,0.00028125,0.0,0.0,744500.0,746000.0,874500.0,0.0,0.0,177000.0,1077500.0,268000.0
core,Mesh_XY,16,uniform_random,0.35,1,4,8475.871314,8522.540984,2.327869,380.0,373.0,512.0,488.0,5020.491803,3502.04918,1161.0,505.0,490.0,0.00373,0.000305,0.0,0.0,764000.0,804500.0,881500.0,0.0,0.0,184500.0,1099000.0,425500.0
core,Mesh_XY,16,uniform_random,0.4,1,4,8338.87468,8313.627255,2.418838,397.0,391.0,513.0,499.0,4853.707415,3459.91984,1217.0,509.0,499.0,0.00391,0.000311875,0.0,0.0,805000.0,816500.0,800500.0,0.0,0.0,193000.0,1163500.0,370000.0
core,Mesh_XY,16,uniform_random,0.5,1,4,8263.085399,8184.665227,2.444924,365.0,363.0,465.0,463.0,4818.574514,3366.090713,1134.0,465.0,464.0,0.00363,0.000289375,0.0,0.0,757000.0,742000.0,732000.0,0.0,0.0,180000.0,1068500.0,310000.0
core,Mesh_XY,32,neighbor,0.02,1,4,5559.52381,5126.168224,2.17757,44.0,42.0,112.0,107.0,4504.672897,621.495327,238.0,112.0,108.0,0.00042,3.34375e-05,0.0,0.0,101000.0,0.0,381000.0,0.0,0.0,26000.0,0.0,40500.0
core,Mesh_XY,32,neighbor,0.04,1,4,5790.909091,5251.70068,2.231293,55.0,55.0,147.0,147.0,4642.857143,608.843537,328.0,147.0,147.0,0.00055,4.59375e-05,0.0,0.0,131500.0,0.0,551000.0,0.0,0.0,32000.0,0.0,57500.0
core,Mesh_XY,32,neighbor,0.06,1,4,6090.163934,5644.067797,2.615819,61.0,61.0,177.0,177.0,5053.672316,590.39548,463.0,177.0,177.0,0.00061,5.53125e-05,0.0,0.0,131000.0,0.0,763500.0,0.0,0.0,32000.0,0.0,72500.0
core,Mesh_XY,32,neighbor,0.08,1,4,6079.365079,5572.192513,2.529412,63.0,63.0,187.0,187.0,4986.631016,585.561497,473.0,187.0,187.0,0.00063,5.84375e-05,0.0,0.0,131000.0,0.0,801500.0,0.0,0.0,32000.0,0.0,77500.0
core,Mesh_XY,32,neighbor,0.1,1,4,6156.25,5661.458333,2.59375,64.0,64.0,192.0,192.0,5078.125,583.333333,498.0,192.0,192.0,0.00064,6e-05,0.0,0.0,131000.0,0.0,844000.0,0.0,0.0,32000.0,0.0,80000.0
core,Mesh_XY,32,neighbor,0.12,1,4,6156.25,5661.458333,2.59375,64.0,64.0,192.0,192.0,5078.125,583.333333,498.0,192.0,192.0,0.00064,6e-05,0.0,0.0,131000.0,0.0,844000.0,0.0,0.0,32000.0,0.0,80000.0
core,Mesh_XY,32,neighbor,0.14,1,4,6203.125,5708.333333,2.59375,64.0,64.0,192.0,192.0,5125.0,583.333333,498.0,192.0,192.0,0.00064,6e-05,0.0,0.0,131000.0,0.0,853000.0,0.0,0.0,32000.0,0.0,80000.0
core,Mesh_XY,32,neighbor,0.16,1,4,6203.125,5708.333333,2.59375,64.0,64.0,192.0,192.0,5125.0,583.333333,498.0,192.0,192.0,0.00064,6e-05,0.0,0.0,131000.0,0.0,853000.0,0.0,0.0,32000.0,0.0,80000.0
core,Mesh_XY,32,neighbor,0.18,1,4,6210.9375,5713.541667,2.59375,64.0,64.0,192.0,192.0,5130.208333,583.333333,498.0,192.0,192.0,0.00064,6e-05,0.0,0.0,131000.0,0.0,854000.0,0.0,0.0,32000.0,0.0,80000.0
core,Mesh_XY,32,neighbor,0.2,1,4,6250.0,5750.0,2.59375,64.0,64.0,192.0,192.0,5166.666667,583.333333,498.0,192.0,192.0,0.00064,6e-05,0.0,0.0,131500.0,0.0,860500.0,0.0,0.0,32000.0,0.0,80000.0
core,Mesh_XY,32,neighbor,0.25,1,4,6281.25,5783.854167,2.59375,64.0,64.0,192.0,192.0,5200.520833,583.333333,498.0,192.0,192.0,0.00064,6e-05,0.0,0.0,131500.0,0.0,867000.0,0.0,0.0,32000.0,0.0,80000.0
core,Mesh_XY,32,neighbor,0.3,1,4,6273.4375,5778.645833,2.59375,64.0,64.0,192.0,192.0,5195.3125,583.333333,498.0,192.0,192.0,0.00064,6e-05,0.0,0.0,131500.0,0.0,866000.0,0.0,0.0,32000.0,0.0,80000.0
core,Mesh_XY,32,neighbor,0.35,1,4,6273.4375,5778.645833,2.59375,64.0,64.0,192.0,192.0,5195.3125,583.333333,498.0,192.0,192.0,0.00064,6e-05,0.0,0.0,131500.0,0.0,866000.0,0.0,0.0,32000.0,0.0,80000.0
core,Mesh_XY,32,neighbor,0.4,1,4,6242.1875,5744.791667,2.59375,64.0,64.0,192.0,192.0,5161.458333,583.333333,498.0,192.0,192.0,0.00064,6e-05,0.0,0.0,132500.0,0.0,858500.0,0.0,0.0,32000.0,0.0,80000.0
core,Mesh_XY,32,neighbor,0.5,1,4,6226.5625,5739.583333,2.59375,64.0,64.0,192.0,192.0,5156.25,583.333333,498.0,192.0,192.0,0.00064,6e-05,0.0,0.0,131500.0,0.0,858500.0,0.0,0.0,32000.0,0.0,80000.0
core,Mesh_XY,32,tornado,0.02,1,4,5559.52381,5126.168224,2.17757,44.0,42.0,112.0,107.0,4504.672897,621.495327,238.0,112.0,108.0,0.00042,3.34375e-05,0.0,0.0,101000.0,0.0,381000.0,0.0,0.0,26000.0,0.0,40500.0
core,Mesh_XY,32,tornado,0.04,1,4,5790.909091,5251.70068,2.231293,55.0,55.0,147.0,147.0,4642.857143,608.843537,328.0,147.0,147.0,0.00055,4.59375e-05,0.0,0.0,131500.0,0.0,551000.0,0.0,0.0,32000.0,0.0,57500.0
core,Mesh_XY,32,tornado,0.06,1,4,6090.163934,5644.067797,2.615819,61.0,61.0,177.0,177.0,5053.672316,590.39548,463.0,177.0,177.0,0.00061,5.53125e-05,0.0,0.0,131000.0,0.0,763500.0,0.0,0.0,32000.0,0.0,72500.0
core,Mesh_XY,32,tornado,0.08,1,4,6079.365079,5572.192513,2.529412,63.0,63.0,187.0,187.0,4986.631016,585.561497,473.0,187.0,187.0,0.00063,5.84375e-05,0.0,0.0,131000.0,0.0,801500.0,0.0,0.0,32000.0,0.0,77500.0
core,Mesh_XY,32,tornado,0.1,1,4,6156.25,5661.458333,2.59375,64.0,64.0,192.0,192.0,5078.125,583.333333,498.0,192.0,192.0,0.00064,6e-05,0.0,0.0,131000.0,0.0,844000.0,0.0,0.0,32000.0,0.0,80000.0
core,Mesh_XY,32,tornado,0.12,1,4,6156.25,5661.458333,2.59375,64.0,64.0,192.0,192.0,5078.125,583.333333,498.0,192.0,192.0,0.00064,6e-05,0.0,0.0,131000.0,0.0,844000.0,0.0,0.0,32000.0,0.0,80000.0
core,Mesh_XY,32,tornado,0.14,1,4,6203.125,5708.333333,2.59375,64.0,64.0,192.0,192.0,5125.0,583.333333,498.0,192.0,192.0,0.00064,6e-05,0.0,0.0,131000.0,0.0,853000.0,0.0,0.0,32000.0,0.0,80000.0
core,Mesh_XY,32,tornado,0.16,1,4,6203.125,5708.333333,2.59375,64.0,64.0,192.0,192.0,5125.0,583.333333,498.0,192.0,192.0,0.00064,6e-05,0.0,0.0,131000.0,0.0,853000.0,0.0,0.0,32000.0,0.0,80000.0
core,Mesh_XY,32,tornado,0.18,1,4,6210.9375,5713.541667,2.59375,64.0,64.0,192.0,192.0,5130.208333,583.333333,498.0,192.0,192.0,0.00064,6e-05,0.0,0.0,131000.0,0.0,854000.0,0.0,0.0,32000.0,0.0,80000.0
core,Mesh_XY,32,tornado,0.2,1,4,6250.0,5750.0,2.59375,64.0,64.0,192.0,192.0,5166.666667,583.333333,498.0,192.0,192.0,0.00064,6e-05,0.0,0.0,131500.0,0.0,860500.0,0.0,0.0,32000.0,0.0,80000.0
core,Mesh_XY,32,tornado,0.25,1,4,6281.25,5783.854167,2.59375,64.0,64.0,192.0,192.0,5200.520833,583.333333,498.0,192.0,192.0,0.00064,6e-05,0.0,0.0,131500.0,0.0,867000.0,0.0,0.0,32000.0,0.0,80000.0
core,Mesh_XY,32,tornado,0.3,1,4,6273.4375,5778.645833,2.59375,64.0,64.0,192.0,192.0,5195.3125,583.333333,498.0,192.0,192.0,0.00064,6e-05,0.0,0.0,131500.0,0.0,866000.0,0.0,0.0,32000.0,0.0,80000.0
core,Mesh_XY,32,tornado,0.35,1,4,6273.4375,5778.645833,2.59375,64.0,64.0,192.0,192.0,5195.3125,583.333333,498.0,192.0,192.0,0.00064,6e-05,0.0,0.0,131500.0,0.0,866000.0,0.0,0.0,32000.0,0.0,80000.0
core,Mesh_XY,32,tornado,0.4,1,4,6242.1875,5744.791667,2.59375,64.0,64.0,192.0,192.0,5161.458333,583.333333,498.0,192.0,192.0,0.00064,6e-05,0.0,0.0,132500.0,0.0,858500.0,0.0,0.0,32000.0,0.0,80000.0
core,Mesh_XY,32,tornado,0.5,1,4,6226.5625,5739.583333,2.59375,64.0,64.0,192.0,192.0,5156.25,583.333333,498.0,192.0,192.0,0.00064,6e-05,0.0,0.0,131500.0,0.0,858500.0,0.0,0.0,32000.0,0.0,80000.0
core,Mesh_XY,32,transpose,0.02,1,4,6739.130435,6516.129032,2.725806,53.0,46.0,137.0,124.0,5024.193548,1491.935484,368.0,137.0,127.0,0.00046,3.875e-05,0.0,0.0,115000.0,20000.0,488000.0,0.0,0.0,26000.0,24000.0,135000.0
core,Mesh_XY,32,transpose,0.04,1,4,6822.033898,6531.64557,2.841772,67.0,59.0,175.0,158.0,5126.582278,1405.063291,485.0,175.0,162.0,0.00059,4.9375e-05,0.0,0.0,150500.0,26500.0,633000.0,0.0,0.0,33000.0,30000.0,159000.0
core,Mesh_XY,32,transpose,0.06,1,4,7197.183099,6857.894737,2.863158,74.0,71.0,198.0,190.0,5221.052632,1636.842105,555.0,198.0,191.0,0.00071,5.9375e-05,0.0,0.0,165500.0,27000.0,799500.0,0.0,0.0,36000.0,36000.0,239000.0
core,Mesh_XY,32,transpose,0.08,1,4,7195.945946,6813.432836,2.830846,75.0,74.0,203.0,201.0,5211.442786,1601.99005,569.0,203.0,202.0,0.00074,6.28125e-05,0.0,0.0,164500.0,29500.0,853500.0,0.0,0.0,36000.0,42000.0,244000.0
core,Mesh_XY,32,transpose,0.1,1,4,7162.337662,6807.317073,2.790244,79.0,77.0,207.0,205.0,5197.560976,1609.756098,574.0,207.0,205.0,0.00077,6.40625e-05,0.0,0.0,168500.0,32000.0,865000.0,0.0,0.0,37000.0,48000.0,245000.0
core,Mesh_XY,32,transpose,0.12,1,4,7177.21519,6842.995169,2.777778,83.0,79.0,215.0,207.0,5214.975845,1628.019324,579.0,211.0,208.0,0.00079,6.46875e-05,0.0,0.0,169000.0,36500.0,874000.0,0.0,0.0,38000.0,54000.0,245000.0
core,Mesh_XY,32,transpose,0.14,1,4,7179.487179,6849.514563,2.820388,81.0,78.0,213.0,206.0,5242.718447,1606.796117,584.0,209.0,206.0,0.00078,6.4375e-05,0.0,0.0,170000.0,35000.0,875000.0,0.0,0.0,38000.0,48000.0,245000.0
core,Mesh_XY,32,transpose,0.16,1,4,7207.792208,6865.853659,2.82439,80.0,77.0,208.0,205.0,5256.097561,1609.756098,585.0,208.0,205.0,0.00077,6.40625e-05,0.0,0.0,166500.0,35000.0,876000.0,0.0,0.0,37000.0,48000.0,245000.0
core,Mesh_XY,32,transpose,0.18,1,4,7153.846154,6822.815534,2.820388,81.0,78.0,209.0,206.0,5216.019417,1606.796117,587.0,209.0,206.0,0.00078,6.4375e-05,0.0,0.0,170000.0,35000.0,869500.0,0.0,0.0,38000.0,48000.0,245000.0
core,Mesh_XY,32,transpose,0.2,1,4,7196.202532,6859.903382,2.84058,82.0,79.0,210.0,207.0,5231.884058,1628.019324,596.0,210.0,207.0,0.00079,6.46875e-05,0.0,0.0,171000.0,37500.0,874500.0,0.0,0.0,38000.0,54000.0,245000.0
core,Mesh_XY,32,transpose,0.25,1,4,7164.556962,6859.903382,2.826087,84.0,79.0,216.0,207.0,5231.884058,1628.019324,593.0,212.0,208.0,0.00079,6.46875e-05,0.0,0.0,168500.0,37500.0,877000.0,0.0,0.0,38000.0,54000.0,245000.0
core,Mesh_XY,32,transpose,0.3,1,4,7150.0,6843.75,2.807692,83.0,80.0,219.0,208.0,5218.75,1625.0,585.0,213.0,208.0,0.0008,6.5e-05,0.0,0.0,175000.0,36500.0,874000.0,0.0,0.0,39000.0,54000.0,245000.0
core,Mesh_XY,32,transpose,0.35,1,4,7108.974359,6798.543689,2.781553,84.0,78.0,216.0,206.0,5191.747573,1606.796117,575.0,213.0,206.0,0.00078,6.4375e-05,0.0,0.0,169500.0,33000.0,867000.0,0.0,0.0,38000.0,48000.0,245000.0
core,Mesh_XY,32,transpose,0.4,1,4,7151.898734,6826.086957,2.777778,83.0,79.0,211.0,207.0,5198.067633,1628.019324,578.0,210.0,208.0,0.00079,6.46875e-05,0.0,0.0,170500.0,36500.0,869000.0,0.0,0.0,38000.0,54000.0,245000.0
core,Mesh_XY,32,transpose,0.5,1,4,7093.75,6802.884615,2.769231,86.0,80.0,222.0,208.0,5177.884615,1625.0,583.0,214.0,209.0,0.0008,6.5e-05,0.0,0.0,172000.0,36500.0,868500.0,0.0,0.0,39000.0,54000.0,245000.0
core,Mesh_XY,32,uniform_random,0.02,1,4,8009.615385,7844.632768,3.694915,117.0,104.0,221.0,177.0,5799.435028,2045.19774,737.0,211.0,182.0,0.00104,5.53125e-05,0.0,0.0,339500.0,119500.0,567500.0,0.0,0.0,62000.0,144500.0,155500.0
core,Mesh_XY,32,uniform_random,0.04,1,4,8398.104265,8549.85755,3.769231,234.0,211.0,406.0,351.0,6153.846154,2396.011396,1446.0,393.0,356.0,0.00211,0.0001096875,0.0,0.0,634500.0,310000.0,1215500.0,0.0,0.0,118000.0,373000.0,350000.0
core,Mesh_XY,32,uniform_random,0.06,1,4,8953.225806,8907.608696,3.930435,351.0,310.0,539.0,460.0,6322.826087,2584.782609,1997.0,531.0,465.0,0.0031,0.00014375,0.0,0.0,949500.0,614500.0,1344500.0,0.0,0.0,169000.0,646500.0,373500.0
core,Mesh_XY,32,uniform_random,0.08,1,4,9273.542601,9230.13245,3.953642,484.0,446.0,668.0,604.0,6509.10596,2721.02649,2572.0,654.0,611.0,0.00446,0.00018875,0.0,0.0,1368000.0,1055500.0,1508000.0,0.0,0.0,239000.0,1059500.0,345000.0
core,Mesh_XY,32,uniform_random,0.1,1,4,9824.545455,9798.209366,3.811295,591.0,550.0,775.0,726.0,6872.589532,2925.619835,2930.0,773.0,732.0,0.0055,0.000226875,0.0,0.0,1679000.0,1500000.0,1810500.0,0.0,0.0,293000.0,1369500.0,461500.0
core,Mesh_XY,32,uniform_random,0.12,1,4,9991.042345,9976.160602,3.815558,658.0,614.0,850.0,797.0,6897.741531,3078.419072,3242.0,848.0,803.0,0.00614,0.0002490625,0.0,0.0,1850000.0,1775000.0,1872500.0,0.0,0.0,324000.0,1626000.0,503500.0
core,Mesh_XY,32,uniform_random,0.14,1,4,10146.233383,10191.350711,3.879147,725.0,677.0,905.0,844.0,7089.454976,3101.895735,3477.0,902.0,854.0,0.00677,0.00026375,0.0,0.0,2040500.0,2078000.0,1865000.0,0.0,0.0,359000.0,1909000.0,350000.0
core,Mesh_XY,32,uniform_random,0.16,1,4,10386.486486,10213.033954,3.849945,794.0,740.0,978.0,913.0,6996.714129,3216.319825,3725.0,973.0,921.0,0.0074,0.0002853125,0.0,0.0,2196500.0,2478000.0,1713500.0,0.0,0.0,388000.0,2150500.0,398000.0
core,Mesh_XY,32,uniform_random,0.18,1,4,10600.381194,10447.949527,3.870662,824.0,787.0,996.0,951.0,7109.884332,3338.065195,3799.0,992.0,958.0,0.00787,0.0002971875,0.0,0.0,2301500.0,2721000.0,1739000.0,0.0,0.0,407000.0,2424000.0,343500.0
core,Mesh_XY,32,uniform_random,0.2,1,4,10962.962963,10882.716049,3.805556,858.0,810.0,1038.0,972.0,7466.049383,3416.666667,3912.0,1034.0,977.0,0.0081,0.00030375,0.0,0.0,2409500.0,2986000.0,1861500.0,0.0,0.0,424000.0,2572000.0,325000.0
core,Mesh_XY,32,uniform_random,0.25,1,4,11021.454112,10947.657029,3.817547,893.0,839.0,1065.0,1003.0,7366.899302,3580.757727,4069.0,1062.0,1009.0,0.00839,0.0003134375,0.0,0.0,2516000.0,2987000.0,1886000.0,0.0,0.0,442000.0,2818000.0,331500.0
core,Mesh_XY,32,uniform_random,0.3,1,4,11139.880952,10932.798395,3.840522,884.0,840.0,1056.0,997.0,7338.014042,3594.784353,4055.0,1055.0,999.0,0.0084,0.0003115625,0.0,0.0,2530500.0,3081000.0,1704500.0,0.0,0.0,439000.0,2861500.0,283500.0
core,Mesh_XY,32,uniform_random,0.35,1,4,11116.060961,10885.658915,3.82655,903.0,853.0,1091.0,1032.0,7254.360465,3631.29845,4144.0,1090.0,1037.0,0.00853,0.0003225,0.0,0.0,2561500.0,3112000.0,1813000.0,0.0,0.0,441000.0,2872000.0,434500.0
core,Mesh_XY,32,uniform_random,0.4,1,4,10974.912485,10692.864031,3.810029,916.0,857.0,1120.0,1037.0,7080.520733,3612.343298,4225.0,1118.0,1045.0,0.00857,0.0003240625,0.0,0.0,2601500.0,3018000.0,1723000.0,0.0,0.0,447000.0,2847000.0,452000.0
core,Mesh_XY,32,uniform_random,0.5,1,4,10815.47619,10622.104247,3.696911,909.0,840.0,1129.0,1036.0,7017.857143,3604.247104,4119.0,1126.0,1043.0,0.0084,0.00032375,0.0,0.0,2522000.0,2849500.0,1899000.0,0.0,0.0,438500.0,2729500.0,566000.0
core,Mesh_westfirst,8,neighbor,0.02,1,4,4269.230769,3926.470588,1.0,14.0,13.0,38.0,34.0,3308.823529,617.647059,37.0,38.0,35.0,0.00013,4.25e-05,0.0,0.0,20000.0,0.0,92500.0,0.0,0.0,8000.0,0.0,13000.0
core,Mesh_westfirst,8,neighbor,0.04,1,4,4357.142857,3973.684211,1.0,14.0,14.0,38.0,38.0,3368.421053,605.263158,38.0,38.0,38.0,0.00014,4.75e-05,0.0,0.0,20000.0,0.0,108000.0,0.0,0.0,8000.0,0.0,15000.0
core,Mesh_westfirst,8,neighbor,0.06,1,4,4500.0,4000.0,1.0,16.0,16.0,48.0,48.0,3416.666667,583.333333,48.0,48.0,48.0,0.00016,6e-05,0.0,0.0,20000.0,0.0,144000.0,0.0,0.0,8000.0,0.0,20000.0
core,Mesh_westfirst,8,neighbor,0.08,1,4,4500.0,4000.0,1.0,16.0,16.0,48.0,48.0,3416.666667,583.333333,48.0,48.0,48.0,0.00016,6e-05,0.0,0.0,20000.0,0.0,144000.0,0.0,0.0,8000.0,0.0,20000.0
core,Mesh_westfirst,8,neighbor,0.1,1,4,4500.0,4000.0,1.0,16.0,16.0,48.0,48.0,3416.666667,583.333333,48.0,48.0,48.0,0.00016,6e-05,0.0,0.0,20000.0,0.0,144000.0,0.0,0.0,8000.0,0.0,20000.0
core,Mesh_westfirst,8,neighbor,0.12,1,4,4500.0,4000.0,1.0,16.0,16.0,48.0,48.0,3416.666667,583.333333,48.0,48.0,48.0,0.00016,6e-05,0.0,0.0,20000.0,0.0,144000.0,0.0,0.0,8000.0,0.0,20000.0
core,Mesh_westfirst,8,neighbor,0.14,1,4,4500.0,4000.0,1.0,16.0,16.0,48.0,48.0,3416.666667,583.333333,48.0,48.0,48.0,0.00016,6e-05,0.0,0.0,20000.0,0.0,144000.0,0.0,0.0,8000.0,0.0,20000.0
core,Mesh_westfirst,8,neighbor,0.16,1,4,4500.0,4000.0,1.0,16.0,16.0,48.0,48.0,3416.666667,583.333333,48.0,48.0,48.0,0.00016,6e-05,0.0,0.0,20000.0,0.0,144000.0,0.0,0.0,8000.0,0.0,20000.0
core,Mesh_westfirst,8,neighbor,0.18,1,4,4500.0,4000.0,1.0,16.0,16.0,48.0,48.0,3416.666667,583.333333,48.0,48.0,48.0,0.00016,6e-05,0.0,0.0,20000.0,0.0,144000.0,0.0,0.0,8000.0,0.0,20000.0
core,Mesh_westfirst,8,neighbor,0.2,1,4,4500.0,4000.0,1.0,16.0,16.0,48.0,48.0,3416.666667,583.333333,48.0,48.0,48.0,0.00016,6e-05,0.0,0.0,20000.0,0.0,144000.0,0.0,0.0,8000.0,0.0,20000.0
core,Mesh_westfirst,8,neighbor,0.25,1,4,4500.0,4000.0,1.0,16.0,16.0,48.0,48.0,3416.666667,583.333333,48.0,48.0,48.0,0.00016,6e-05,0.0,0.0,20000.0,0.0,144000.0,0.0,0.0,8000.0,0.0,20000.0
core,Mesh_westfirst,8,neighbor,0.3,1,4,4500.0,4000.0,1.0,16.0,16.0,48.0,48.0,3416.666667,583.333333,48.0,48.0,48.0,0.00016,6e-05,0.0,0.0,20000.0,0.0,144000.0,0.0,0.0,8000.0,0.0,20000.0
core,Mesh_westfirst,8,neighbor,0.35,1,4,4500.0,4000.0,1.0,16.0,16.0,48.0,48.0,3416.666667,583.333333,48.0,48.0,48.0,0.00016,6e-05,0.0,0.0,20000.0,0.0,144000.0,0.0,0.0,8000.0,0.0,20000.0
core,Mesh_westfirst,8,neighbor,0.4,1,4,4500.0,4000.0,1.0,16.0,16.0,48.0,48.0,3416.666667,583.333333,48.0,48.0,48.0,0.00016,6e-05,0.0,0.0,20000.0,0.0,144000.0,0.0,0.0,8000.0,0.0,20000.0
core,Mesh_westfirst,8,neighbor,0.5,1,4,4500.0,4000.0,1.0,16.0,16.0,48.0,48.0,3416.666667,583.333333,48.0,48.0,48.0,0.00016,6e-05,0.0,0.0,20000.0,0.0,144000.0,0.0,0.0,8000.0,0.0,20000.0
core,Mesh_westfirst,8,tornado,0.02,1,4,3269.230769,2932.432432,0.0,15.0,13.0,43.0,37.0,2324.324324,608.108108,0.0,38.0,38.0,0.00013,4.625e-05,0.0,0.0,12000.0,0.0,74000.0,0.0,0.0,8000.0,0.0,14500.0
core,Mesh_westfirst,8,tornado,0.04,1,4,3357.142857,2973.684211,0.0,15.0,14.0,43.0,38.0,2368.421053,605.263158,0.0,38.0,38.0,0.00014,4.75e-05,0.0,0.0,12000.0,0.0,78000.0,0.0,0.0,8000.0,0.0,15000.0
core,Mesh_westfirst,8,tornado,0.06,1,4,3500.0,3000.0,0.0,16.0,16.0,48.0,48.0,2416.666667,583.333333,0.0,48.0,48.0,0.00016,6e-05,0.0,0.0,12000.0,0.0,104000.0,0.0,0.0,8000.0,0.0,20000.0
core,Mesh_westfirst,8,tornado,0.08,1,4,3500.0,3000.0,0.0,16.0,16.0,48.0,48.0,2416.666667,583.333333,0.0,48.0,48.0,0.00016,6e-05,0.0,0.0,12000.0,0.0,104000.0,0.0,0.0,8000.0,0.0,20000.0
core,Mesh_westfirst,8,tornado,0.1,1,4,3500.0,3000.0,0.0,16.0,16.0,48.0,48.0,2416.666667,583.333333,0.0,48.0,48.0,0.00016,6e-05,0.0,0.0,12000.0,0.0,104000.0,0.0,0.0,8000.0,0.0,20000.0
core,Mesh_westfirst,8,tornado,0.12,1,4,3500.0,3000.0,0.0,16.0,16.0,48.0,48.0,2416.666667,583.333333,0.0,48.0,48.0,0.00016,6e-05,0.0,0.0,12000.0,0.0,104000.0,0.0,0.0,8000.0,0.0,20000.0
core,Mesh_westfirst,8,tornado,0.14,1,4,3500.0,3000.0,0.0,16.0,16.0,48.0,48.0,2416.666667,583.333333,0.0,48.0,48.0,0.00016,6e-05,0.0,0.0,12000.0,0.0,104000.0,0.0,0.0,8000.0,0.0,20000.0
core,Mesh_westfirst,8,tornado,0.16,1,4,3500.0,3000.0,0.0,16.0,16.0,48.0,48.0,2416.666667,583.333333,0.0,48.0,48.0,0.00016,6e-05,0.0,0.0,12000.0,0.0,104000.0,0.0,0.0,8000.0,0.0,20000.0
core,Mesh_westfirst,8,tornado,0.18,1,4,3500.0,3000.0,0.0,16.0,16.0,48.0,48.0,2416.666667,583.333333,0.0,48.0,48.0,0.00016,6e-05,0.0,0.0,12000.0,0.0,104000.0,0.0,0.0,8000.0,0.0,20000.0
core,Mesh_westfirst,8,tornado,0.2,1,4,3500.0,3000.0,0.0,16.0,16.0,48.0,48.0,2416.666667,583.333333,0.0,48.0,48.0,0.00016,6e-05,0.0,0.0,12000.0,0.0,104000.0,0.0,0.0,8000.0,0.0,20000.0
core,Mesh_westfirst,8,tornado,0.25,1,4,3500.0,3000.0,0.0,16.0,16.0,48.0,48.0,2416.666667,583.333333,0.0,48.0,48.0,0.00016,6e-05,0.0,0.0,12000.0,0.0,104000.0,0.0,0.0,8000.0,0.0,20000.0
core,Mesh_westfirst,8,tornado,0.3,1,4,3500.0,3000.0,0.0,16.0,16.0,48.0,48.0,2416.666667,583.333333,0.0,48.0,48.0,0.00016,6e-05,0.0,0.0,12000.0,0.0,104000.0,0.0,0.0,8000.0,0.0,20000.0
